,Timestamp,Full Name,Gender,Age,Use Phone for Class Notes,Buy/Access Books from Phone,Phone's Battery Lasts a Day,Run for Charger When Battery Dies,Worry About Losing Cell Phone,Take Phone to Bathroom,Use Phone in Social Gatherings,Check Phone Without Notification,Check Phone Before Sleep/After Waking Up,Keep Phone Next to While Sleeping,Check Emails/Calls/Texts During Class,Rely on Phone in Awkward Situations,On Phone While Watching TV/Eating,Panic Attack if Phone Left Elsewhere,Use Phone on Date,Phone Use for Playing Games,Live a Day Without Phone,Addicted to Phone,Target
567,2022-12-31 10:17:26.108620,Maria Garcia,Female,48,No,Yes,Yes,No,Yes,Yes,No,Never,No,Yes,Yes,Yes,No,Yes,No,1 hours,No,Yes,Adicted
568,2023-01-12 10:17:26.108620,James Lee,Female,48,Yes,No,Yes,No,Yes,Yes,Yes,Often,Yes,Yes,No,No,No,Yes,No,2 hours,No,Yes,Maybe addicted
569,2023-06-26 10:17:26.108620,John Doe,Male,43,No,No,Yes,Yes,No,Yes,No,Never,Yes,No,No,No,No,Yes,Yes,2 hours,Yes,Yes,Adicted
570,2023-11-12 10:17:26.108620,Jane Smith,Male,52,No,No,Yes,No,Yes,No,Yes,Never,Yes,Yes,Yes,No,Yes,No,No,0 hours,No,Yes, NOT Adicted
571,2023-04-05 10:17:26.108620,Alex Johnson,Male,62,Yes,Yes,Yes,Yes,No,No,No,Sometimes,No,Yes,No,No,Yes,No,Yes,0 hours,Yes,No,Maybe addicted
572,2023-09-07 10:17:26.108620,Alex Johnson,Male,28,No,No,Yes,Yes,No,No,Yes,Sometimes,No,No,Yes,Yes,No,No,Yes,0 hours,No,Yes,Maybe addicted
573,2023-04-24 10:17:26.108620,Alex Johnson,Male,63,Yes,Yes,Yes,Yes,Yes,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,3 hours,Yes,Yes, NOT Adicted
574,2023-04-29 10:17:26.108620,Jane Smith,Male,32,Yes,Yes,No,Yes,Yes,No,No,Often,No,No,Yes,No,No,No,No,2 hours,No,No,Maybe addicted
575,2023-05-15 10:17:26.108620,Emily Martinez,Female,25,Yes,No,Yes,Yes,Yes,No,Yes,Rarely,No,Yes,No,Yes,No,Yes,No,2 hours,Yes,Yes, NOT Adicted
576,2023-07-20 10:17:26.108620,John Doe,Male,34,Yes,No,No,Yes,Yes,No,No,Rarely,Yes,No,Yes,No,No,Yes,Yes,1 hours,No,No, NOT Adicted
577,2023-07-28 10:17:26.108620,Maria Garcia,Female,19,Yes,Yes,Yes,No,No,Yes,Yes,Never,No,Yes,No,Yes,Yes,No,Yes,0 hours,No,No,Maybe addicted
578,2023-05-28 10:17:26.108620,Jane Smith,Male,34,Yes,No,No,Yes,Yes,Yes,Yes,Rarely,No,No,No,No,Yes,Yes,No,3 hours,Yes,Yes,Maybe addicted
579,2023-04-25 10:17:26.108620,James Lee,Male,59,No,Yes,Yes,No,No,Yes,Yes,Sometimes,No,No,No,Yes,No,Yes,No,0 hours,No,Yes,Adicted
580,2023-03-25 10:17:26.108620,James Lee,Male,49,Yes,No,No,Yes,Yes,Yes,Yes,Never,Yes,Yes,Yes,No,No,No,No,0 hours,No,Yes,Adicted
581,2023-04-27 10:17:26.108620,John Doe,Male,65,No,Yes,Yes,No,Yes,Yes,Yes,Never,Yes,Yes,No,No,No,No,Yes,5 hours,Yes,No,Adicted
582,2023-07-16 10:17:26.108620,Jane Smith,Female,36,No,Yes,Yes,No,No,Yes,Yes,Rarely,Yes,No,No,Yes,Yes,Yes,No,4 hours,Yes,No, NOT Adicted
583,2023-10-14 10:17:26.108620,John Doe,Female,57,No,No,Yes,Yes,No,Yes,No,Often,Yes,No,Yes,No,Yes,No,No,2 hours,Yes,Yes, NOT Adicted
584,2023-10-06 10:17:26.108620,Emily Martinez,Female,35,Yes,No,No,No,No,Yes,Yes,Never,Yes,No,Yes,Yes,Yes,Yes,No,4 hours,Yes,No,Adicted
585,2023-05-29 10:17:26.108620,Maria Garcia,Male,18,No,Yes,No,No,Yes,No,Yes,Often,No,No,Yes,Yes,No,Yes,No,3 hours,Yes,No,Maybe addicted
586,2023-10-08 10:17:26.108620,James Lee,Male,29,No,Yes,No,Yes,Yes,No,Yes,Often,Yes,Yes,No,Yes,Yes,Yes,No,4 hours,No,No, NOT Adicted
587,2023-06-28 10:17:26.108620,Emily Martinez,Female,22,No,No,No,No,No,Yes,No,Never,Yes,No,No,Yes,No,Yes,Yes,4 hours,No,No,Maybe addicted
588,2023-02-06 10:17:26.108620,Alex Johnson,Male,33,Yes,No,No,Yes,Yes,No,Yes,Never,No,Yes,No,Yes,No,Yes,Yes,2 hours,No,Yes,Maybe addicted
589,2023-10-15 10:17:26.108620,Alex Johnson,Male,35,No,No,No,No,Yes,No,Yes,Sometimes,No,Yes,Yes,No,No,No,Yes,2 hours,Yes,No,Adicted
590,2023-02-04 10:17:26.108620,Maria Garcia,Male,53,No,Yes,Yes,Yes,No,Yes,No,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4 hours,Yes,No,Adicted
591,2023-03-21 10:17:26.108620,John Doe,Female,47,No,Yes,No,Yes,No,Yes,No,Rarely,No,No,Yes,No,No,No,Yes,4 hours,Yes,Yes,Maybe addicted
592,2023-08-05 10:17:26.108620,John Doe,Female,23,No,No,Yes,Yes,Yes,Yes,No,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,5 hours,Yes,Yes,Adicted
593,2023-10-16 10:17:26.108620,James Lee,Male,42,No,No,Yes,Yes,No,Yes,No,Often,No,Yes,Yes,No,Yes,Yes,Yes,0 hours,Yes,No,Maybe addicted
594,2023-06-28 10:17:26.108620,John Doe,Male,19,Yes,Yes,No,No,No,No,Yes,Often,Yes,No,No,Yes,No,Yes,Yes,2 hours,Yes,Yes, NOT Adicted
595,2023-08-25 10:17:26.108620,Emily Martinez,Male,21,No,Yes,No,Yes,No,No,Yes,Never,Yes,No,No,No,No,Yes,No,2 hours,No,No,Maybe addicted
596,2023-03-16 10:17:26.108620,Emily Martinez,Male,62,Yes,No,No,No,No,No,No,Often,Yes,Yes,Yes,Yes,No,No,No,1 hours,Yes,No,Maybe addicted
597,2023-07-22 10:17:26.108620,Emily Martinez,Male,49,No,No,Yes,Yes,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,0 hours,No,No,Adicted
598,2023-12-17 10:17:26.108620,Alex Johnson,Female,62,No,Yes,Yes,No,No,Yes,No,Often,No,Yes,Yes,No,No,No,No,0 hours,No,Yes,Maybe addicted
599,2023-03-05 10:17:26.108620,Emily Martinez,Female,30,No,No,Yes,No,Yes,No,Yes,Often,Yes,No,Yes,No,No,No,Yes,4 hours,Yes,Yes, NOT Adicted
600,2023-02-06 10:17:26.108620,Emily Martinez,Female,19,No,Yes,Yes,Yes,Yes,No,Yes,Never,No,No,No,Yes,No,Yes,No,0 hours,Yes,Yes,Maybe addicted
601,2023-10-21 10:17:26.108620,Maria Garcia,Female,24,Yes,No,No,Yes,Yes,Yes,No,Sometimes,Yes,No,Yes,No,Yes,Yes,No,4 hours,No,No,Maybe addicted
602,2023-12-20 10:17:26.108620,Emily Martinez,Male,47,Yes,Yes,No,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Yes,Yes,4 hours,No,No, NOT Adicted
603,2023-09-18 10:17:26.108620,Emily Martinez,Male,30,No,Yes,Yes,No,No,No,No,Never,Yes,Yes,Yes,No,Yes,Yes,No,5 hours,No,No,Adicted
604,2023-11-18 10:17:26.108620,Emily Martinez,Female,20,No,Yes,No,Yes,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,No,Yes,2 hours,No,No,Adicted
605,2023-02-28 10:17:26.108620,John Doe,Male,50,No,No,Yes,Yes,No,No,No,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0 hours,Yes,Yes,Adicted
606,2023-05-03 10:17:26.108620,Emily Martinez,Male,46,No,Yes,No,Yes,Yes,No,No,Often,Yes,No,Yes,No,No,No,Yes,0 hours,Yes,Yes,Maybe addicted
607,2023-07-21 10:17:26.108620,James Lee,Female,47,No,Yes,No,No,No,Yes,Yes,Never,No,No,No,No,No,Yes,Yes,2 hours,Yes,No,Maybe addicted
608,2023-04-11 10:17:26.108620,Alex Johnson,Male,54,Yes,Yes,No,No,Yes,Yes,Yes,Sometimes,No,No,Yes,Yes,No,Yes,Yes,4 hours,Yes,No, NOT Adicted
609,2023-05-21 10:17:26.108620,Emily Martinez,Female,45,Yes,Yes,Yes,No,No,Yes,No,Never,No,Yes,No,Yes,Yes,No,Yes,0 hours,No,No,Maybe addicted
610,2023-05-22 10:17:26.108620,James Lee,Female,41,Yes,Yes,Yes,No,No,Yes,No,Never,No,Yes,No,Yes,Yes,No,Yes,1 hours,Yes,No,Maybe addicted
611,2023-08-02 10:17:26.108620,James Lee,Female,38,Yes,No,Yes,Yes,Yes,Yes,No,Sometimes,Yes,Yes,No,Yes,Yes,Yes,No,0 hours,Yes,No, NOT Adicted
612,2023-08-02 10:17:26.108620,James Lee,Male,60,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,No,No,No,Yes,No,No,No,3 hours,Yes,No, NOT Adicted
613,2023-03-30 10:17:26.108620,James Lee,Male,57,Yes,Yes,No,Yes,No,No,No,Never,Yes,No,No,Yes,No,Yes,Yes,2 hours,No,Yes, NOT Adicted
614,2023-07-16 10:17:26.108620,James Lee,Female,56,No,No,No,No,Yes,Yes,Yes,Sometimes,Yes,No,Yes,Yes,No,No,Yes,5 hours,No,Yes,Adicted
615,2023-04-12 10:17:26.108620,James Lee,Male,27,No,No,Yes,No,No,No,No,Often,Yes,Yes,No,Yes,Yes,No,Yes,2 hours,Yes,No,Maybe addicted
616,2023-12-20 10:17:26.108620,John Doe,Female,51,No,Yes,Yes,No,Yes,Yes,No,Never,Yes,No,Yes,No,No,Yes,No,4 hours,No,Yes,Adicted
617,2022-12-21 10:17:26.108620,John Doe,Female,51,Yes,No,Yes,No,No,No,Yes,Often,No,Yes,No,No,Yes,Yes,Yes,3 hours,No,Yes,Maybe addicted
618,2023-01-30 10:17:26.108620,Alex Johnson,Male,40,Yes,No,Yes,No,No,Yes,Yes,Never,No,No,Yes,No,No,Yes,Yes,1 hours,Yes,Yes,Maybe addicted
619,2023-02-19 10:17:26.108620,Emily Martinez,Male,37,Yes,No,Yes,No,Yes,Yes,No,Sometimes,No,No,Yes,No,No,No,No,4 hours,Yes,No,Maybe addicted
620,2023-11-22 10:17:26.108620,Jane Smith,Male,24,No,No,Yes,Yes,No,Yes,No,Rarely,Yes,Yes,No,No,No,No,No,0 hours,Yes,No,Maybe addicted
621,2023-11-29 10:17:26.108620,John Doe,Male,26,Yes,No,No,No,Yes,No,No,Never,No,No,No,No,No,Yes,No,0 hours,No,No,Maybe addicted
622,2023-11-18 10:17:26.108620,Emily Martinez,Male,33,Yes,No,No,Yes,Yes,No,Yes,Never,Yes,Yes,No,Yes,Yes,Yes,No,5 hours,Yes,No,Adicted
623,2023-02-23 10:17:26.108620,James Lee,Male,23,No,No,Yes,Yes,Yes,Yes,Yes,Rarely,Yes,No,Yes,No,Yes,Yes,No,5 hours,No,Yes,Adicted
624,2023-06-12 10:17:26.108620,James Lee,Male,21,No,Yes,No,Yes,No,No,Yes,Often,Yes,No,Yes,No,Yes,No,No,2 hours,Yes,Yes,Adicted
625,2023-08-26 10:17:26.108620,James Lee,Male,45,Yes,No,Yes,No,No,No,No,Often,No,No,No,No,Yes,Yes,Yes,5 hours,No,No,Adicted
626,2023-05-20 10:17:26.108620,Alex Johnson,Male,65,No,No,Yes,No,Yes,No,No,Sometimes,Yes,No,No,No,Yes,Yes,Yes,5 hours,No,Yes,Adicted
627,2023-08-22 10:17:26.108620,James Lee,Male,63,Yes,Yes,No,No,Yes,Yes,Yes,Never,Yes,No,Yes,No,Yes,Yes,Yes,5 hours,Yes,Yes,Adicted
628,2023-04-14 10:17:26.108620,Jane Smith,Male,58,Yes,Yes,Yes,Yes,No,No,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,Yes,1 hours,Yes,Yes, NOT Adicted
629,2023-08-17 10:17:26.108620,Jane Smith,Male,36,No,Yes,Yes,No,No,No,No,Never,No,No,No,Yes,Yes,Yes,Yes,1 hours,Yes,Yes,Adicted
630,2023-05-21 10:17:26.108620,Alex Johnson,Male,40,No,No,No,Yes,Yes,No,No,Sometimes,No,No,No,No,Yes,No,Yes,0 hours,No,Yes, NOT Adicted
631,2023-06-11 10:17:26.108620,Maria Garcia,Female,36,Yes,No,No,Yes,No,No,No,Never,No,Yes,No,Yes,No,No,Yes,3 hours,No,Yes, NOT Adicted
632,2023-03-21 10:17:26.108620,John Doe,Female,27,No,Yes,No,Yes,No,No,No,Often,No,No,Yes,Yes,Yes,No,No,0 hours,No,Yes,Adicted
633,2023-11-24 10:17:26.108620,John Doe,Male,64,No,No,Yes,No,Yes,No,Yes,Never,Yes,No,Yes,No,Yes,No,No,4 hours,Yes,No,Adicted
634,2023-06-30 10:17:26.108620,Emily Martinez,Male,44,No,No,Yes,No,No,No,No,Sometimes,Yes,No,No,No,No,No,No,1 hours,No,Yes,Maybe addicted
635,2023-07-14 10:17:26.108620,Jane Smith,Male,59,No,Yes,No,No,Yes,Yes,No,Never,No,No,Yes,No,Yes,Yes,Yes,2 hours,Yes,No, NOT Adicted
636,2023-10-17 10:17:26.108620,Emily Martinez,Male,53,No,No,Yes,Yes,Yes,No,Yes,Often,Yes,Yes,No,Yes,No,No,Yes,2 hours,Yes,Yes, NOT Adicted
637,2023-03-04 10:17:26.108620,Emily Martinez,Male,44,No,Yes,Yes,Yes,No,Yes,No,Often,No,No,No,Yes,No,No,Yes,0 hours,Yes,No, NOT Adicted
638,2023-04-09 10:17:26.108620,James Lee,Male,47,No,Yes,Yes,No,Yes,Yes,No,Never,No,Yes,Yes,No,Yes,Yes,Yes,4 hours,No,Yes,Adicted
639,2023-02-11 10:17:26.108620,Emily Martinez,Female,26,No,Yes,Yes,Yes,No,Yes,No,Often,No,No,Yes,No,No,No,No,5 hours,No,Yes, NOT Adicted
640,2023-11-26 10:17:26.108620,Emily Martinez,Female,62,Yes,No,Yes,No,Yes,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,Yes,1 hours,No,No,Adicted
641,2023-11-10 10:17:26.108620,Emily Martinez,Male,37,Yes,Yes,No,Yes,Yes,No,No,Often,Yes,Yes,Yes,No,Yes,Yes,No,0 hours,No,Yes,Maybe addicted
642,2022-12-25 10:17:26.108620,James Lee,Male,44,Yes,Yes,No,Yes,No,Yes,Yes,Sometimes,No,No,No,Yes,Yes,Yes,No,4 hours,No,No,Adicted
643,2023-06-15 10:17:26.108620,John Doe,Female,53,No,Yes,No,Yes,No,No,Yes,Often,No,Yes,Yes,No,No,No,No,1 hours,Yes,Yes,Maybe addicted
644,2023-11-16 10:17:26.108620,Alex Johnson,Male,50,No,Yes,Yes,No,Yes,Yes,No,Sometimes,No,No,No,No,No,Yes,No,4 hours,No,Yes,Adicted
645,2023-11-04 10:17:26.108620,James Lee,Male,61,Yes,No,No,Yes,No,No,Yes,Often,No,No,Yes,Yes,No,Yes,Yes,4 hours,Yes,Yes, NOT Adicted
646,2023-11-20 10:17:26.108620,James Lee,Female,48,No,Yes,Yes,No,Yes,Yes,Yes,Never,No,Yes,No,No,No,No,No,3 hours,No,Yes,Maybe addicted
647,2023-08-18 10:17:26.108620,James Lee,Female,52,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,No,1 hours,Yes,Yes,Maybe addicted
648,2023-01-04 10:17:26.108620,James Lee,Male,29,No,No,No,No,No,No,Yes,Rarely,Yes,Yes,No,No,No,Yes,Yes,3 hours,Yes,No, NOT Adicted
649,2023-03-31 10:17:26.108620,Jane Smith,Male,28,No,Yes,No,No,No,No,No,Sometimes,No,No,No,Yes,Yes,Yes,Yes,4 hours,Yes,No,Adicted
650,2023-08-07 10:17:26.108620,James Lee,Male,35,Yes,No,Yes,Yes,No,No,No,Often,No,Yes,Yes,No,No,No,No,1 hours,No,No,Maybe addicted
651,2023-06-16 10:17:26.108620,John Doe,Female,39,No,No,Yes,Yes,Yes,No,Yes,Rarely,No,Yes,No,Yes,Yes,No,No,1 hours,No,Yes, NOT Adicted
652,2023-09-29 10:17:26.108620,James Lee,Female,58,Yes,No,Yes,Yes,No,Yes,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,3 hours,No,Yes,Adicted
653,2023-09-17 10:17:26.108620,Emily Martinez,Male,27,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,No,Yes,No,No,Yes,No,No,2 hours,No,Yes,Adicted
654,2023-02-23 10:17:26.108620,James Lee,Female,24,Yes,No,Yes,No,Yes,No,Yes,Rarely,Yes,No,Yes,Yes,Yes,Yes,Yes,3 hours,Yes,No, NOT Adicted
655,2023-12-09 10:17:26.108620,John Doe,Male,57,Yes,No,No,No,Yes,No,No,Often,Yes,Yes,Yes,Yes,No,Yes,No,3 hours,Yes,Yes,Adicted
656,2023-10-24 10:17:26.108620,Maria Garcia,Female,60,No,No,Yes,No,No,No,Yes,Sometimes,Yes,No,No,No,No,No,Yes,3 hours,No,Yes,Maybe addicted
657,2023-11-25 10:17:26.108620,James Lee,Male,41,Yes,No,No,Yes,No,No,No,Often,Yes,No,Yes,No,No,Yes,Yes,5 hours,Yes,No, NOT Adicted
658,2023-03-26 10:17:26.108620,John Doe,Male,43,No,No,Yes,Yes,No,No,Yes,Rarely,Yes,Yes,No,Yes,Yes,Yes,No,3 hours,Yes,Yes,Maybe addicted
659,2023-02-26 10:17:26.108620,Alex Johnson,Female,45,No,No,No,No,No,Yes,No,Rarely,No,Yes,Yes,No,Yes,Yes,No,4 hours,No,No, NOT Adicted
660,2023-01-22 10:17:26.108620,Alex Johnson,Male,65,Yes,No,Yes,No,Yes,No,Yes,Often,Yes,Yes,No,Yes,Yes,Yes,No,3 hours,Yes,No,Adicted
661,2023-12-21 10:17:26.108620,John Doe,Female,18,No,Yes,No,Yes,Yes,Yes,Yes,Often,Yes,Yes,No,No,No,Yes,No,1 hours,Yes,Yes,Maybe addicted
662,2023-07-02 10:17:26.108620,Alex Johnson,Female,31,Yes,No,Yes,No,No,Yes,No,Rarely,Yes,No,Yes,Yes,Yes,Yes,Yes,1 hours,No,Yes, NOT Adicted
663,2023-09-22 10:17:26.108620,Maria Garcia,Male,41,Yes,No,Yes,Yes,No,No,Yes,Rarely,Yes,No,No,Yes,Yes,No,No,0 hours,Yes,No,Adicted
664,2023-11-20 10:17:26.108620,Emily Martinez,Male,58,Yes,Yes,No,Yes,Yes,No,No,Often,Yes,No,Yes,No,No,Yes,No,5 hours,Yes,No,Adicted
665,2023-06-22 10:17:26.108620,Alex Johnson,Male,28,Yes,Yes,No,No,Yes,Yes,No,Never,Yes,No,Yes,No,No,Yes,No,3 hours,Yes,Yes,Maybe addicted
666,2023-07-28 10:17:26.108620,Emily Martinez,Female,47,Yes,No,No,No,No,No,No,Rarely,Yes,No,Yes,No,No,No,Yes,1 hours,No,No, NOT Adicted
667,2023-02-28 10:17:26.108620,Emily Martinez,Female,39,Yes,Yes,Yes,Yes,No,No,No,Often,Yes,Yes,No,No,Yes,Yes,Yes,4 hours,Yes,No,Maybe addicted
668,2023-03-15 10:17:26.108620,Jane Smith,Male,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,No,Yes,Yes,No,No,Yes,Yes,2 hours,Yes,Yes, NOT Adicted
669,2023-12-12 10:17:26.108620,Maria Garcia,Female,49,No,Yes,No,No,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5 hours,Yes,No,Adicted
670,2023-02-19 10:17:26.108620,John Doe,Male,23,No,No,Yes,No,No,No,No,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1 hours,Yes,Yes, NOT Adicted
671,2022-12-21 10:17:26.108620,Maria Garcia,Female,42,Yes,Yes,No,Yes,Yes,Yes,Yes,Often,No,No,No,Yes,No,Yes,No,2 hours,Yes,Yes, NOT Adicted
672,2023-12-16 10:17:26.108620,Emily Martinez,Male,60,No,No,Yes,No,No,Yes,Yes,Often,Yes,No,No,No,No,Yes,Yes,2 hours,No,Yes, NOT Adicted
673,2023-02-09 10:17:26.108620,Maria Garcia,Male,57,Yes,Yes,No,No,Yes,No,Yes,Sometimes,Yes,Yes,No,No,Yes,Yes,No,3 hours,Yes,Yes, NOT Adicted
674,2023-05-16 10:17:26.108620,Jane Smith,Male,33,No,No,Yes,Yes,No,No,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,3 hours,No,No,Adicted
675,2023-01-05 10:17:26.108620,Jane Smith,Female,43,Yes,No,No,No,Yes,Yes,Yes,Often,No,No,Yes,No,Yes,Yes,Yes,0 hours,Yes,Yes,Maybe addicted
676,2023-02-02 10:17:26.108620,James Lee,Female,54,Yes,Yes,Yes,Yes,Yes,No,Yes,Never,No,Yes,Yes,Yes,Yes,Yes,No,4 hours,Yes,No, NOT Adicted
677,2023-03-08 10:17:26.108620,Alex Johnson,Male,27,No,Yes,Yes,Yes,Yes,Yes,No,Rarely,No,Yes,No,Yes,Yes,No,Yes,3 hours,Yes,Yes,Maybe addicted
678,2023-08-03 10:17:26.108620,Emily Martinez,Male,35,No,Yes,No,No,Yes,No,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Yes,3 hours,No,No, NOT Adicted
679,2023-09-24 10:17:26.108620,Emily Martinez,Female,29,No,No,No,Yes,Yes,No,No,Sometimes,No,Yes,Yes,No,No,No,No,5 hours,Yes,Yes,Adicted
680,2023-02-18 10:17:26.108620,Emily Martinez,Male,24,Yes,No,No,Yes,Yes,No,Yes,Rarely,Yes,Yes,No,Yes,Yes,Yes,No,1 hours,Yes,No,Adicted
681,2023-07-05 10:17:26.108620,Maria Garcia,Male,49,Yes,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Yes,Yes,2 hours,No,No, NOT Adicted
682,2023-05-06 10:17:26.108620,John Doe,Male,50,Yes,No,Yes,Yes,Yes,Yes,No,Sometimes,Yes,No,No,No,Yes,Yes,No,1 hours,Yes,Yes, NOT Adicted
683,2023-06-14 10:17:26.108620,Emily Martinez,Female,23,No,Yes,No,Yes,No,Yes,No,Often,Yes,No,Yes,No,No,No,No,0 hours,Yes,Yes,Maybe addicted
684,2023-11-07 10:17:26.108620,Emily Martinez,Male,57,No,Yes,No,No,Yes,No,No,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,2 hours,Yes,Yes,Maybe addicted
685,2023-06-06 10:17:26.108620,Maria Garcia,Female,43,No,No,Yes,No,No,Yes,No,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,0 hours,No,Yes,Maybe addicted
686,2023-07-24 10:17:26.108620,Alex Johnson,Female,36,Yes,Yes,Yes,Yes,Yes,No,Yes,Never,No,No,No,Yes,Yes,No,No,0 hours,Yes,Yes, NOT Adicted
687,2023-12-01 10:17:26.108620,Alex Johnson,Female,54,No,Yes,Yes,Yes,No,No,No,Often,Yes,Yes,No,Yes,Yes,Yes,No,4 hours,No,No,Adicted
688,2023-02-04 10:17:26.108620,Jane Smith,Female,44,Yes,Yes,Yes,Yes,Yes,Yes,No,Never,No,No,No,No,Yes,Yes,Yes,2 hours,No,Yes,Maybe addicted
689,2023-06-07 10:17:26.108620,Jane Smith,Female,39,No,Yes,Yes,No,No,No,No,Often,No,Yes,Yes,No,Yes,Yes,Yes,3 hours,Yes,Yes, NOT Adicted
690,2023-10-17 10:17:26.108620,Emily Martinez,Male,40,No,No,No,No,No,No,No,Often,Yes,Yes,Yes,No,No,No,Yes,0 hours,Yes,Yes,Maybe addicted
691,2023-04-09 10:17:26.108620,Alex Johnson,Male,63,Yes,Yes,No,Yes,No,No,No,Rarely,Yes,Yes,No,Yes,Yes,Yes,No,0 hours,No,No,Maybe addicted
692,2023-04-01 10:17:26.108620,James Lee,Male,34,Yes,Yes,Yes,No,No,No,No,Rarely,No,Yes,No,Yes,Yes,Yes,Yes,0 hours,No,Yes,Adicted
693,2023-01-04 10:17:26.108620,James Lee,Male,39,Yes,No,Yes,Yes,Yes,No,No,Often,Yes,No,Yes,Yes,No,Yes,No,3 hours,No,No, NOT Adicted
694,2023-03-16 10:17:26.108620,James Lee,Female,58,Yes,No,No,Yes,Yes,No,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,No,1 hours,No,Yes,Adicted
695,2023-05-13 10:17:26.108620,James Lee,Male,36,No,No,Yes,Yes,Yes,No,No,Never,Yes,Yes,Yes,Yes,No,Yes,No,4 hours,No,No, NOT Adicted
696,2023-12-19 10:17:26.108620,Maria Garcia,Male,58,Yes,Yes,No,No,No,No,Yes,Never,No,No,No,No,No,No,Yes,2 hours,No,No,Maybe addicted
697,2023-04-04 10:17:26.108620,Alex Johnson,Male,48,Yes,Yes,No,Yes,Yes,No,Yes,Sometimes,No,No,No,No,No,Yes,Yes,2 hours,No,No,Maybe addicted
698,2023-05-03 10:17:26.108620,Alex Johnson,Male,50,Yes,Yes,No,Yes,Yes,Yes,Yes,Often,No,No,No,No,No,Yes,Yes,1 hours,No,No,Adicted
699,2023-05-03 10:17:26.108620,Jane Smith,Female,37,No,Yes,Yes,No,No,Yes,No,Sometimes,No,Yes,Yes,No,No,No,No,4 hours,No,Yes,Maybe addicted
700,2023-03-11 10:17:26.108620,Maria Garcia,Male,62,No,Yes,Yes,No,No,No,No,Often,No,Yes,Yes,Yes,Yes,Yes,No,4 hours,No,Yes, NOT Adicted
701,2023-11-25 10:17:26.108620,James Lee,Male,48,Yes,No,No,Yes,No,No,No,Often,No,No,No,No,No,Yes,No,4 hours,No,Yes,Maybe addicted
702,2023-11-11 10:17:26.108620,Jane Smith,Male,32,Yes,Yes,No,No,No,Yes,No,Often,No,No,Yes,Yes,Yes,No,No,0 hours,Yes,Yes, NOT Adicted
703,2023-10-28 10:17:26.108620,Jane Smith,Male,25,Yes,Yes,No,No,Yes,Yes,No,Rarely,No,No,Yes,Yes,No,No,Yes,1 hours,No,Yes, NOT Adicted
704,2023-09-01 10:17:26.108620,Alex Johnson,Female,22,No,No,No,No,Yes,No,No,Often,Yes,Yes,No,Yes,No,Yes,No,4 hours,No,Yes,Adicted
705,2023-08-10 10:17:26.108620,Maria Garcia,Male,50,No,No,Yes,Yes,Yes,No,Yes,Rarely,No,No,No,Yes,Yes,Yes,Yes,5 hours,Yes,Yes, NOT Adicted
706,2023-05-29 10:17:26.108620,John Doe,Male,25,No,Yes,No,No,No,No,Yes,Sometimes,No,No,No,Yes,No,Yes,No,2 hours,No,No,Maybe addicted
707,2023-11-01 10:17:26.108620,John Doe,Female,52,Yes,No,No,Yes,Yes,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Yes,2 hours,Yes,No,Maybe addicted
708,2023-07-03 10:17:26.108620,Emily Martinez,Male,61,Yes,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,5 hours,No,Yes, NOT Adicted
709,2023-09-02 10:17:26.108620,James Lee,Female,52,Yes,No,No,Yes,Yes,Yes,Yes,Often,No,No,No,No,No,Yes,Yes,0 hours,Yes,Yes,Adicted
710,2023-08-03 10:17:26.108620,James Lee,Female,41,No,Yes,Yes,No,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,No,1 hours,No,Yes, NOT Adicted
711,2023-05-09 10:17:26.108620,Jane Smith,Male,41,Yes,No,No,Yes,No,Yes,No,Rarely,Yes,Yes,No,Yes,No,Yes,Yes,3 hours,Yes,No,Adicted
